;COD_UF_EMIT;TIP_FIN_NFE;ID_PROD;CEST_COMPLETO;COD_CST;NCM_COMPLETO;CFOP_COMPLETO;EMIT_CNAE_COMPLETO;EMIT_CRT;EMIT_IND_SN;DEST_CNAE_COMPLETO;DEST_SITUACAO;TIPO_IMPOSTO;DEST_IND_SN;DEST_POSSUI_IE;EMIT_CNAE_DIVISAO;EMIT_CNAE_GRUPO;EMIT_CNAE_CLASSE;DEST_CNAE_DIVISAO;DEST_CNAE_GRUPO;DEST_CNAE_CLASSE;NCM_CAPITULO;NCM_POSICAO;NCM_SUBPOSICAO;CFOP_NATUREZA;CFOP_OPERACAO;POSSUI_CEST;CEST_SEGMENTO;CEST_ITEM
11062;BA;1;2934966292;103000;10;84099118;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;84;8409;840991;6;403;1;10;10300
11063;BA;1;2934966293;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11064;BA;1;2934966294;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11065;BA;1;2934966295;105400;10;85118090;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8511;851180;6;403;1;10;10540
11066;BA;1;2934966296;105400;10;85118090;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8511;851180;6;403;1;10;10540
11067;BA;1;2934966297;105400;10;85118090;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8511;851180;6;403;1;10;10540
11068;BA;1;2934966298;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11069;BA;1;2934966299;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11070;BA;1;2934966300;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11071;BA;1;2934966301;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11072;BA;1;2934966302;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11073;BA;1;2934966303;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11074;BA;1;2934966304;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11075;BA;1;2934966305;105400;10;85112010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8511;851120;6;403;1;10;10540
11076;BA;1;2934966306;105400;10;85112010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8511;851120;6;403;1;10;10540
11077;BA;1;2934966307;105400;10;85112010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8511;851120;6;403;1;10;10540
11078;BA;1;2934966308;106600;10;85361000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8536;853610;6;403;1;10;10660
11079;BA;1;2934966309;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11080;BA;1;2934966310;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11081;BA;1;2934966311;106500;10;85365090;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8536;853650;6;403;1;10;10650
11082;BA;1;2934966312;107100;10;85392910;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8539;853929;6;403;1;10;10710
11083;BA;1;2934966313;105500;10;85122021;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;85;8512;851220;6;403;1;10;10550
11084;BA;1;2934966314;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11085;BA;1;2934966315;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11086;BA;1;2934966316;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11087;BA;1;2934966317;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11088;BA;1;2934966318;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11089;BA;1;2934966319;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11090;BA;1;2934966320;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11091;BA;1;2934966321;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11092;BA;1;2934966322;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11093;BA;1;2934966323;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11094;BA;1;2934966324;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11095;BA;1;2934966325;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11096;BA;1;2934966326;102000;10;73202010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7320;732020;6;403;1;10;10200
11097;BA;1;2934966327;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11098;BA;1;2934966328;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11099;BA;1;2934966329;107600;10;73181500;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7318;731815;6;403;1;10;10760
11100;BA;1;2934966330;107600;10;73181500;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7318;731815;6;403;1;10;10760
11101;BA;1;2934966331;107600;10;73181500;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7318;731815;6;403;1;10;10760
11102;BA;1;2934966332;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11103;BA;1;2934966333;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11104;BA;1;2934966334;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11105;BA;1;2934966335;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11106;BA;1;2934966336;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11107;BA;1;2934966337;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11108;BA;1;2934966338;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11109;BA;1;2934966339;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11110;BA;1;2934966340;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11111;BA;1;2934966341;105000;10;84839000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;84;8483;848390;6;403;1;10;10500
11112;BA;1;2934966342;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11113;BA;1;2934966343;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11114;BA;1;2934966344;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11115;BA;1;2934966345;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11116;BA;1;2934966346;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11117;BA;1;2934966347;107600;10;73181600;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;73;7318;731816;6;403;1;10;10760
11118;BA;1;2934966348;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11119;BA;1;2934966349;0;0;65070000;6102;AUSENTE;3;N;45412060;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;65;6507;650700;6;102;0;00;00000
11120;BA;1;2934966350;100700;10;40169300;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;40;4016;401693;6;403;1;10;10070
11121;BA;1;2934966351;104900;10;84824000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;84;8482;848240;6;403;1;10;10490
11122;BA;1;2934966352;104900;10;84821010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;84;8482;848210;6;403;1;10;10490
11123;BA;1;2934966353;104900;10;84821010;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;84;8482;848210;6;403;1;10;10490
11124;BA;1;2934966354;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11125;BA;1;2934966355;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11126;BA;1;2934966356;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11127;BA;1;2934966357;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11128;BA;1;2934966358;107600;10;87141000;6403;AUSENTE;3;N;45412060;2;ST;1;1;AUSENTE;AUSENTE;AUSENTE;45;454;4541;87;8714;871410;6;403;1;10;10760
11129;SP;1;2934131194;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11130;SP;1;2934131194;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11131;SP;1;2934131194;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11132;SP;1;2934131194;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11133;SP;1;2934131195;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11134;SP;1;2934131195;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11135;SP;1;2934131195;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11136;SP;1;2934131195;0;0;65050090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;65;6505;650500;6;101;0;AUSENTE;AUSENTE
11137;SP;1;2934131196;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11138;SP;1;2934131196;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11139;SP;1;2934131196;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11140;SP;1;2934131196;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11141;SP;1;2934131197;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11142;SP;1;2934131197;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11143;SP;1;2934131197;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11144;SP;1;2934131197;2006100;10;96159000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961590;6;403;1;20;20061
11145;SP;1;2934131198;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11146;SP;1;2934131198;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11147;SP;1;2934131198;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11148;SP;1;2934131198;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11149;SP;1;2934131199;2006100;10;96151100;6401;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961511;6;401;1;20;20061
11150;SP;1;2934131199;2006100;10;96151100;6401;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961511;6;401;1;20;20061
11151;SP;1;2934131199;2006100;10;96151100;6401;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961511;6;401;1;20;20061
11152;SP;1;2934131199;2006100;10;96151100;6401;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9615;961511;6;401;1;20;20061
11153;SP;1;2934131200;0;0;40091290;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;40;4009;400912;6;102;0;AUSENTE;AUSENTE
11154;SP;1;2934131200;0;0;40091290;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;40;4009;400912;6;102;0;AUSENTE;AUSENTE
11155;SP;1;2934131200;0;0;40091290;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;40;4009;400912;6;102;0;AUSENTE;AUSENTE
11156;SP;1;2934131200;0;0;40091290;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;40;4009;400912;6;102;0;AUSENTE;AUSENTE
11157;SP;1;2934131201;0;0;68053090;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;68;6805;680530;6;102;0;AUSENTE;AUSENTE
11158;SP;1;2934131201;0;0;68053090;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;68;6805;680530;6;102;0;AUSENTE;AUSENTE
11159;SP;1;2934131201;0;0;68053090;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;68;6805;680530;6;102;0;AUSENTE;AUSENTE
11160;SP;1;2934131201;0;0;68053090;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;68;6805;680530;6;102;0;AUSENTE;AUSENTE
11161;SP;1;2934131202;0;0;84243090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;84;8424;842430;6;101;0;AUSENTE;AUSENTE
11162;SP;1;2934131202;0;0;84243090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;84;8424;842430;6;101;0;AUSENTE;AUSENTE
11163;SP;1;2934131202;0;0;84243090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;84;8424;842430;6;101;0;AUSENTE;AUSENTE
11164;SP;1;2934131202;0;0;84243090;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;84;8424;842430;6;101;0;AUSENTE;AUSENTE
11165;SP;1;2934131203;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11166;SP;1;2934131203;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11167;SP;1;2934131203;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11168;SP;1;2934131203;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11169;SP;1;2934131204;0;0;82121010;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8212;821210;6;102;0;AUSENTE;AUSENTE
11170;SP;1;2934131204;0;0;82121010;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8212;821210;6;102;0;AUSENTE;AUSENTE
11171;SP;1;2934131204;0;0;82121010;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8212;821210;6;102;0;AUSENTE;AUSENTE
11172;SP;1;2934131204;0;0;82121010;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8212;821210;6;102;0;AUSENTE;AUSENTE
11173;SP;1;2934131205;0;0;44042000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4404;440420;6;102;0;AUSENTE;AUSENTE
11174;SP;1;2934131205;0;0;44042000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4404;440420;6;102;0;AUSENTE;AUSENTE
11175;SP;1;2934131205;0;0;44042000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4404;440420;6;102;0;AUSENTE;AUSENTE
11176;SP;1;2934131205;0;0;44042000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4404;440420;6;102;0;AUSENTE;AUSENTE
11177;SP;1;2934131206;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11178;SP;1;2934131206;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11179;SP;1;2934131206;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11180;SP;1;2934131206;0;0;44219900;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;44;4421;442199;6;102;0;AUSENTE;AUSENTE
11181;SP;1;2934131207;1400500;0;39249000;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;39;3924;392490;6;101;1;14;14005
11182;SP;1;2934131207;1400500;0;39249000;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;39;3924;392490;6;101;1;14;14005
11183;SP;1;2934131207;1400500;0;39249000;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;39;3924;392490;6;101;1;14;14005
11184;SP;1;2934131207;1400500;0;39249000;6101;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;39;3924;392490;6;101;1;14;14005
11185;SP;1;2934131208;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11186;SP;1;2934131208;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11187;SP;1;2934131208;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11188;SP;1;2934131208;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11189;SP;1;2934131209;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11190;SP;1;2934131209;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11191;SP;1;2934131209;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11192;SP;1;2934131209;2005500;10;82142000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;82;8214;821420;6;403;1;20;20055
11193;SP;1;2934131210;0;0;25131000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;25;2513;251310;6;102;0;AUSENTE;AUSENTE
11194;SP;1;2934131210;0;0;25131000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;25;2513;251310;6;102;0;AUSENTE;AUSENTE
11195;SP;1;2934131210;0;0;25131000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;25;2513;251310;6;102;0;AUSENTE;AUSENTE
11196;SP;1;2934131210;0;0;25131000;6102;AUSENTE;3;N;47555020;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;25;2513;251310;6;102;0;AUSENTE;AUSENTE
11197;SP;1;2934131211;2006200;10;96162000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9616;961620;6;403;1;20;20062
11198;SP;1;2934131211;2006200;10;96162000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9616;961620;6;403;1;20;20062
11199;SP;1;2934131211;2006200;10;96162000;6403;AUSENTE;3;N;47555020;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4755;96;9616;961620;6;403;1;20;20062
